time,G(i),H_sun,T2m,WS10m,,Price
20140419:1711,85.94,11,11.25,2.12,19-04-2014,23.99
20140419:1811,1.67,2.89,10.48,2.21,19-04-2014,28.78
20140419:1911,0,0,9.48,2.34,19-04-2014,26.02
20140419:2011,0,0,8.48,2.46,19-04-2014,25.89
20140419:2111,0,0,7.47,2.59,19-04-2014,26.16
20140419:2211,0,0,7.24,2.63,19-04-2014,26.1
20140419:2311,0,0,7.01,2.66,19-04-2014,23.32
20140420:0011,0,0,6.78,2.69,20-04-2014,21.34
20140420:0111,0,0,6.59,2.53,20-04-2014,19.61
20140420:0211,0,0,6.4,2.38,20-04-2014,19.79
20140420:0311,0,0,6.22,2.22,20-04-2014,19.75
20140420:0411,0,0,6.84,2.65,20-04-2014,19.78
20140420:0511,44.38,7.98,7.45,3.09,20-04-2014,19.9
20140420:0611,202.52,16.2,8.07,3.52,20-04-2014,19.79
20140420:0711,436.97,24.3,9.77,3.7,20-04-2014,19.62
20140420:0811,655.35,31.83,11.47,3.88,20-04-2014,20.5
20140420:0911,848.83,38.22,13.17,4.06,20-04-2014,22.65
20140420:1011,975.71,42.79,13.93,4.41,20-04-2014,23.14
20140420:1111,1018.24,44.82,14.7,4.76,20-04-2014,22.99
20140420:1211,1012.13,43.94,15.46,5.12,20-04-2014,22.18
20140420:1311,911.89,40.31,15.58,4.98,20-04-2014,22.16
20140420:1411,753.58,34.56,15.69,4.85,20-04-2014,21.68
20140420:1511,544.12,27.41,15.81,4.72,20-04-2014,21.47
20140420:1611,312.69,19.48,15.1,4.23,20-04-2014,21.56
20140420:1711,104.51,11.25,14.4,3.73,20-04-2014,21.65
20140420:1811,2.51,3.15,13.7,3.24,20-04-2014,22.31
20140420:1911,0,0,12.94,3.18,20-04-2014,22.64
20140420:2011,0,0,12.18,3.12,20-04-2014,25.26
20140420:2111,0,0,11.41,3.06,20-04-2014,24.9
20140420:2211,0,0,11.1,2.83,20-04-2014,23.52
20140420:2311,0,0,10.79,2.59,20-04-2014,21.98
20140421:0011,0,0,10.48,2.36,21-04-2014,21.32
20140421:0111,0,0,9.97,2.43,21-04-2014,18.75
20140421:0211,0,0,9.46,2.5,21-04-2014,17.84
20140421:0311,0,0,8.96,2.57,21-04-2014,13.49
20140421:0411,0,0,9.36,3.14,21-04-2014,14.26
20140421:0511,46.05,8.29,9.77,3.72,21-04-2014,17.2
20140421:0611,149.04,16.51,10.17,4.3,21-04-2014,16.97
20140421:0711,371.24,24.62,11.34,4.76,21-04-2014,19.13
20140421:0811,551.88,32.15,12.5,5.22,21-04-2014,21.59
20140421:0911,668.01,38.56,13.66,5.68,21-04-2014,23.1
20140421:1011,860.75,43.13,14.25,5.88,21-04-2014,23.13
20140421:1111,454.24,45.16,14.83,6.07,21-04-2014,22.04
20140421:1211,383.39,44.26,15.42,6.26,21-04-2014,21.37
20140421:1311,245.93,40.61,15.52,5.57,21-04-2014,12.9
20140421:1411,132.79,34.84,15.62,4.87,21-04-2014,19.41
20140421:1511,141.43,27.67,15.73,4.18,21-04-2014,20.09
20140421:1611,65.04,19.73,15.13,3.79,21-04-2014,20.56
20140421:1711,55.69,11.51,14.54,3.41,21-04-2014,21.57
20140421:1811,2.51,3.41,13.94,3.02,21-04-2014,23.91
20140421:1911,0,0,13.44,3.17,21-04-2014,24.1
20140421:2011,0,0,12.93,3.31,21-04-2014,24.63
20140421:2111,0,0,12.42,3.46,21-04-2014,24.87
20140421:2211,0,0,12.13,3.42,21-04-2014,23.65
20140421:2311,0,0,11.83,3.37,21-04-2014,22.91
20140422:0011,0,0,11.54,3.32,22-04-2014,21.88
20140422:0111,0,0,11.14,3.6,22-04-2014,21.17
20140422:0211,0,0,10.74,3.89,22-04-2014,20.9
20140422:0311,0,0,10.35,4.17,22-04-2014,21.19
20140422:0411,0,0,10.46,4.22,22-04-2014,22.33
20140422:0511,11.72,8.6,10.57,4.27,22-04-2014,23.13
20140422:0611,29.81,16.82,10.68,4.32,22-04-2014,25.62
20140422:0711,51.49,24.93,11.41,4.55,22-04-2014,28.48
20140422:0811,287.18,32.48,12.14,4.79,22-04-2014,34.7
20140422:0911,510.3,38.89,12.86,5.02,22-04-2014,34.76
20140422:1011,553.26,43.47,13.6,5.19,22-04-2014,33.44
20140422:1111,1028.4,45.5,14.34,5.36,22-04-2014,32.09
20140422:1211,1008.87,44.59,15.08,5.53,22-04-2014,32.04
20140422:1311,920.24,40.92,15.1,5.44,22-04-2014,32.02
20140422:1411,770.66,35.12,15.12,5.36,22-04-2014,29.93
20140422:1511,525.1,27.93,15.14,5.27,22-04-2014,28.37
20140422:1611,291.66,19.98,14.55,4.54,22-04-2014,28.1
20140422:1711,87.49,11.76,13.95,3.81,22-04-2014,29.1
20140422:1811,2.51,3.67,13.36,3.08,22-04-2014,28.94
20140422:1911,0,0,12.7,3,22-04-2014,29.21
20140422:2011,0,0,12.03,2.92,22-04-2014,28.18
20140422:2111,0,0,11.36,2.84,22-04-2014,27.78
20140422:2211,0,0,11.07,2.88,22-04-2014,25.36
20140422:2311,0,0,10.77,2.92,22-04-2014,22.37
20140423:0011,0,0,10.48,2.97,23-04-2014,20.72
20140423:0111,0,0,10.02,3.08,23-04-2014,19.81
20140423:0211,0,0,9.56,3.2,23-04-2014,19.69
20140423:0311,0,0,9.11,3.31,23-04-2014,19.95
20140423:0411,0,0,9.18,3.57,23-04-2014,21.14
20140423:0511,37.04,8.91,9.25,3.83,23-04-2014,23.53
20140423:0611,43.36,17.12,9.32,4.08,23-04-2014,26.07
20140423:0711,175.57,25.24,10.14,4.48,23-04-2014,28.69
20140423:0811,347.37,32.79,10.96,4.87,23-04-2014,32.51
20140423:0911,274.05,39.22,11.78,5.27,23-04-2014,33.68
20140423:1011,821.38,43.81,12.15,5.09,23-04-2014,36.93
20140423:1111,423.13,45.84,12.52,4.91,23-04-2014,29.78
20140423:1211,252.86,44.91,12.89,4.73,23-04-2014,28.99
20140423:1311,133.7,41.21,13.09,4.7,23-04-2014,29.04
20140423:1411,122.86,35.4,13.29,4.68,23-04-2014,29.36
20140423:1511,155.93,28.19,13.5,4.65,23-04-2014,27.76
20140423:1611,64.14,20.23,12.92,3.62,23-04-2014,27.41
20140423:1711,23.49,12.01,12.34,2.59,23-04-2014,28.8
20140423:1811,3.35,3.92,11.76,1.56,23-04-2014,27.72
20140423:1911,0,0,11.09,2.13,23-04-2014,27.93
20140423:2011,0,0,10.42,2.71,23-04-2014,27.95
20140423:2111,0,0,9.75,3.28,23-04-2014,27.66
20140423:2211,0,0,9.35,3.65,23-04-2014,26.28
20140423:2311,0,0,8.96,4.02,23-04-2014,23.66
20140424:0011,0,0,8.56,4.39,24-04-2014,22.52
20140424:0111,0,0,8.13,4.43,24-04-2014,21.76
20140424:0211,0,0,7.71,4.48,24-04-2014,21.72
20140424:0311,0,0,7.29,4.52,24-04-2014,22.51
20140424:0411,0,0,7.35,4.45,24-04-2014,23.53
20140424:0511,40.17,9.21,7.42,4.37,24-04-2014,25.44
20140424:0611,67.75,17.42,7.48,4.29,24-04-2014,27.45
20140424:0711,142.86,25.54,8.33,4.4,24-04-2014,31.87
20140424:0811,152.67,33.1,9.17,4.52,24-04-2014,40.42
20140424:0911,113.82,39.54,10.01,4.63,24-04-2014,40.48
20140424:1011,80.4,44.14,10.46,4.7,24-04-2014,36.55
20140424:1111,117.44,46.17,10.92,4.77,24-04-2014,36.48
20140424:1211,81.3,45.23,11.37,4.84,24-04-2014,32.47
20140424:1311,71.37,41.51,11.47,4.85,24-04-2014,32.45
20140424:1411,99.37,35.67,11.57,4.86,24-04-2014,32.45
20140424:1511,239.92,28.45,11.67,4.87,24-04-2014,32.45
20140424:1611,206.43,20.48,11.28,4.37,24-04-2014,32.44
20140424:1711,101.72,12.25,10.89,3.87,24-04-2014,34.25
20140424:1811,3.35,4.18,10.5,3.37,24-04-2014,39.96
20140424:1911,0,0,9.88,3.09,24-04-2014,39.95
20140424:2011,0,0,9.25,2.81,24-04-2014,39.45
20140424:2111,0,0,8.62,2.54,24-04-2014,39.21
20140424:2211,0,0,8.35,2.57,24-04-2014,28.05
20140424:2311,0,0,8.07,2.6,24-04-2014,26.75
20140425:0011,0,0,7.8,2.63,25-04-2014,25.06
20140425:0111,0,0,7.44,2.69,25-04-2014,24.31
20140425:0211,0,0,7.08,2.74,25-04-2014,24.36
20140425:0311,0,0,6.72,2.79,25-04-2014,24.51
20140425:0411,0,0,7.24,3.07,25-04-2014,25.63
20140425:0511,29.81,9.5,7.77,3.36,25-04-2014,27.32
20140425:0611,199.29,17.72,8.29,3.64,25-04-2014,30.59
20140425:0711,430.76,25.84,9.55,4,25-04-2014,40.56
20140425:0811,652.02,33.41,10.81,4.35,25-04-2014,40.48
20140425:0911,832.53,39.86,12.07,4.7,25-04-2014,38.95
20140425:1011,966.64,44.47,12.75,4.69,25-04-2014,36.02
20140425:1111,991.1,46.5,13.43,4.68,25-04-2014,34.98
20140425:1211,957.01,45.55,14.11,4.66,25-04-2014,30.97
20140425:1311,880.78,41.8,14.3,4.54,25-04-2014,30.04
20140425:1411,759.32,35.94,14.49,4.42,25-04-2014,29.16
20140425:1511,548.02,28.7,14.68,4.3,25-04-2014,28.92
20140425:1611,324.83,20.73,14.02,3.96,25-04-2014,28.79
20140425:1711,114.32,12.5,13.37,3.62,25-04-2014,30.31
20140425:1811,3.35,4.43,12.71,3.28,25-04-2014,30.33
20140425:1911,0,0,11.82,3.32,25-04-2014,28.57
20140425:2011,0,0,10.93,3.36,25-04-2014,27.85
20140425:2111,0,0,10.03,3.39,25-04-2014,28.04
20140425:2211,0,0,9.74,3.38,25-04-2014,26.75
20140425:2311,0,0,9.45,3.37,25-04-2014,25.64
20140426:0011,0,0,9.16,3.37,26-04-2014,26.28
20140426:0111,0,0,8.79,3.28,26-04-2014,25.01
20140426:0211,0,0,8.42,3.2,26-04-2014,24.67
20140426:0311,0,0,8.05,3.12,26-04-2014,24.67
20140426:0411,0,0,8.41,3.34,26-04-2014,25.52
20140426:0511,52.35,9.8,8.76,3.57,26-04-2014,25.45
20140426:0611,224.19,18.01,9.12,3.79,26-04-2014,25.99
20140426:0711,458.93,26.14,10.63,3.96,26-04-2014,26.45
20140426:0811,664.09,33.72,12.14,4.12,26-04-2014,27.63
20140426:0911,852.21,40.18,13.65,4.29,26-04-2014,34.45
20140426:1011,974.72,44.79,14.36,4.67,26-04-2014,32.09
20140426:1111,1028.29,46.83,15.06,5.05,26-04-2014,30.28
20140426:1211,1006.14,45.86,15.77,5.43,26-04-2014,27.61
20140426:1311,906.89,42.09,15.85,5.21,26-04-2014,26.84
20140426:1411,761.56,36.21,15.93,4.98,26-04-2014,26.58
20140426:1511,549.38,28.96,16.02,4.76,26-04-2014,26.55
20140426:1611,332.02,20.97,15.21,4.27,26-04-2014,26.74
20140426:1711,115.98,12.74,14.41,3.78,26-04-2014,30.56
20140426:1811,4.19,4.68,13.6,3.3,26-04-2014,31.84
20140426:1911,0,0,12.62,3.15,26-04-2014,27.84
20140426:2011,0,0,11.64,3.01,26-04-2014,27.94
20140426:2111,0,0,10.65,2.87,26-04-2014,27.85
20140426:2211,0,0,10.38,2.77,26-04-2014,27.32
20140426:2311,0,0,10.11,2.68,26-04-2014,26.32
20140427:0011,0,0,9.84,2.58,27-04-2014,26.72
20140427:0111,0,0,9.44,2.65,27-04-2014,24.39
20140427:0211,0,0,9.05,2.72,27-04-2014,22.54
20140427:0311,0,0,8.66,2.79,27-04-2014,18.99
20140427:0411,0,0,9.19,3.04,27-04-2014,19.62
20140427:0511,47.02,10.09,9.71,3.3,27-04-2014,19.19
20140427:0611,235.12,18.3,10.24,3.56,27-04-2014,17.49
20140427:0711,466.81,26.43,11.86,3.77,27-04-2014,19.52
20140427:0811,683.88,34.02,13.47,3.99,27-04-2014,22.51
20140427:0911,864.96,40.49,15.08,4.21,27-04-2014,26.4
20140427:1011,975.72,45.12,15.62,4.6,27-04-2014,27.1
20140427:1111,1041.88,47.15,16.16,4.99,27-04-2014,27.36
20140427:1211,987.17,46.17,16.7,5.38,27-04-2014,27.06
20140427:1311,863.37,42.38,16.72,5.06,27-04-2014,24.59
20140427:1411,737.43,36.47,16.73,4.74,27-04-2014,23.15
20140427:1511,518.42,29.21,16.75,4.43,27-04-2014,20.38
20140427:1611,331.3,21.21,15.89,3.78,27-04-2014,19.87
20140427:1711,118.39,12.98,15.02,3.13,27-04-2014,23.74
20140427:1811,4.19,4.92,14.16,2.48,27-04-2014,27.65
20140427:1911,0,0,12.71,2.66,27-04-2014,30.46
20140427:2011,0,0,11.25,2.83,27-04-2014,33.9
20140427:2111,0,0,9.79,3.01,27-04-2014,30.74
20140427:2211,0,0,9.18,3.04,27-04-2014,26.94
20140427:2311,0,0,8.57,3.08,27-04-2014,26.33
20140428:0011,0,0,7.96,3.12,28-04-2014,24.69
20140428:0111,0,0,7.78,2.78,28-04-2014,24.78
20140428:0211,0,0,7.6,2.44,28-04-2014,24.59
20140428:0311,0,0,7.42,2.1,28-04-2014,24.06
20140428:0411,0,0,8.05,1.59,28-04-2014,24.1
20140428:0511,52.99,10.37,8.68,1.08,28-04-2014,26.87
20140428:0611,235.35,18.58,9.31,0.57,28-04-2014,30.62
20140428:0711,467.07,26.71,11.2,0.62,28-04-2014,55.52
20140428:0811,682.01,34.31,13.09,0.68,28-04-2014,52.44
20140428:0911,872.39,40.79,14.98,0.73,28-04-2014,55.54
20140428:1011,978.02,45.43,15.66,0.71,28-04-2014,55.56
20140428:1111,1037.13,47.46,16.34,0.69,28-04-2014,54.02
20140428:1211,1014.79,46.47,17.02,0.68,28-04-2014,52.57
20140428:1311,915.58,42.66,17.01,0.95,28-04-2014,42.57
20140428:1411,773.5,36.74,16.99,1.22,28-04-2014,40.96
20140428:1511,559.26,29.45,16.98,1.49,28-04-2014,39.27
20140428:1611,331.73,21.45,16.01,1.68,28-04-2014,36.13
20140428:1711,119.82,13.22,15.04,1.87,28-04-2014,38.23
20140428:1811,5.02,5.17,14.07,2.06,28-04-2014,43.38
20140428:1911,0,0,13.05,2.22,28-04-2014,40.72
20140428:2011,0,0,12.03,2.38,28-04-2014,44.56
20140428:2111,0,0,11,2.54,28-04-2014,50.07
20140428:2211,0,0,10.4,2.15,28-04-2014,36.29
20140428:2311,0,0,9.8,1.76,28-04-2014,30.38
20140429:0011,0,0,9.2,1.37,29-04-2014,29.73
20140429:0111,0,0,8.69,1.82,29-04-2014,29.16
20140429:0211,0,0,8.18,2.27,29-04-2014,28.96
20140429:0311,0,0,7.68,2.72,29-04-2014,28.63
20140429:0411,1.67,2.75,8.34,2.62,29-04-2014,28.78
20140429:0511,56.38,10.65,9.01,2.52,29-04-2014,31.86
20140429:0611,237.38,18.86,9.67,2.43,29-04-2014,38.97
20140429:0711,383.72,26.99,11.68,2.66,29-04-2014,47.92
20140429:0811,662.06,34.6,13.68,2.9,29-04-2014,50.38
20140429:0911,863.46,41.1,15.68,3.13,29-04-2014,50.79
20140429:1011,965.48,45.74,15.83,3.52,29-04-2014,47.44
20140429:1111,988.79,47.78,15.98,3.91,29-04-2014,49.32
20140429:1211,996.25,46.77,16.13,4.3,29-04-2014,46.74
20140429:1311,909.97,42.94,15.91,4.3,29-04-2014,44.85
20140429:1411,759.9,37,15.69,4.3,29-04-2014,41.32
20140429:1511,510.13,29.7,15.48,4.3,29-04-2014,37.7
20140429:1611,312.74,21.69,14.65,3.52,29-04-2014,36.6
20140429:1711,121.96,13.46,13.82,2.73,29-04-2014,39.67
20140429:1811,5.02,5.41,12.99,1.94,29-04-2014,45
20140429:1911,0,0,11.65,2.05,29-04-2014,45.96
20140429:2011,0,0,10.31,2.16,29-04-2014,46.16
20140429:2111,0,0,8.97,2.26,29-04-2014,44.96
20140429:2211,0,0,8.59,2.34,29-04-2014,40.72
20140429:2311,0,0,8.21,2.41,29-04-2014,33.01
20140430:0011,0,0,7.83,2.48,30-04-2014,30.47
20140430:0111,0,0,7.06,2.46,30-04-2014,29.73
20140430:0211,0,0,6.3,2.43,30-04-2014,28.24
20140430:0311,0,0,5.54,2.4,30-04-2014,28.1
20140430:0411,1.67,3.03,6.73,2.42,30-04-2014,28.57
20140430:0511,45.17,10.93,7.92,2.45,30-04-2014,30.42
20140430:0611,195.17,19.13,9.11,2.47,30-04-2014,35.03
20140430:0711,403.81,27.27,10.4,2.66,30-04-2014,44.93
20140430:0811,443.21,34.89,11.69,2.86,30-04-2014,52.26
20140430:0911,524.48,41.39,12.98,3.05,30-04-2014,49.11
20140430:1011,558.1,46.05,13.21,3.44,30-04-2014,42.98
20140430:1111,403.54,48.09,13.45,3.83,30-04-2014,42.04
20140430:1211,417.01,47.07,13.68,4.22,30-04-2014,39.94
20140430:1311,658.56,43.22,13.07,4.52,30-04-2014,39.98
20140430:1411,411.63,37.25,12.45,4.83,30-04-2014,38.06
20140430:1511,401.12,29.94,11.84,5.13,30-04-2014,36.2
20140430:1611,314.67,21.92,10.89,5.24,30-04-2014,34.02
20140430:1711,123.56,13.69,9.94,5.35,30-04-2014,32.59
20140430:1811,5.02,5.65,8.99,5.46,30-04-2014,35.15
20140430:1911,0,0,8.29,4.97,30-04-2014,37.44
20140430:2011,0,0,7.59,4.47,30-04-2014,35.9
20140430:2111,0,0,6.89,3.97,30-04-2014,34.08
20140430:2211,0,0,6.83,3.85,30-04-2014,32.04
20140430:2311,0,0,6.76,3.72,30-04-2014,29.31
20140501:0011,0,0,6.7,3.6,1/5/2014,28.21
20140501:0111,0,0,6.35,3.74,1/5/2014,26.19
20140501:0211,0,0,6,3.89,1/5/2014,23.91
20140501:0311,0,0,5.65,4.03,1/5/2014,20.8
20140501:0411,10.05,3.31,6.01,4.11,1/5/2014,21.07
20140501:0511,48.06,11.2,6.37,4.18,1/5/2014,22.64
20140501:0611,244.27,19.4,6.72,4.26,1/5/2014,21.03
20140501:0711,436.29,27.54,7.4,4.36,1/5/2014,25.62
20140501:0811,679.57,35.17,8.07,4.46,1/5/2014,27.38
20140501:0911,856.07,41.69,8.75,4.57,1/5/2014,28.2
20140501:1011,982.98,46.35,9.09,4.35,1/5/2014,28.54
20140501:1111,1008.86,48.39,9.43,4.14,1/5/2014,28.58
20140501:1211,986.7,47.36,9.77,3.93,1/5/2014,28.27
20140501:1311,806.49,43.5,9.68,4.14,1/5/2014,28.15
20140501:1411,686.33,37.51,9.59,4.34,1/5/2014,27.33
20140501:1511,469.76,30.18,9.5,4.55,1/5/2014,27.22
20140501:1611,259.73,22.16,9.06,4.48,1/5/2014,27.36
20140501:1711,85.25,13.93,8.63,4.4,1/5/2014,27.62
20140501:1811,20.93,5.89,8.19,4.33,1/5/2014,28.24
20140501:1911,0,0,7.71,3.54,1/5/2014,28.97
20140501:2011,0,0,7.22,2.74,1/5/2014,29.02
20140501:2111,0,0,6.74,1.94,1/5/2014,29.34
20140501:2211,0,0,6.57,1.91,1/5/2014,28.65
20140501:2311,0,0,6.41,1.88,1/5/2014,26.95
20140502:0011,0,0,6.24,1.85,2/5/2014,25.06
20140502:0111,0,0,5.74,1.89,2/5/2014,23.45
20140502:0211,0,0,5.23,1.93,2/5/2014,24.08
20140502:0311,0,0,4.73,1.97,2/5/2014,25.15
20140502:0411,2.51,3.58,5.49,2.11,2/5/2014,26.24
20140502:0511,60.91,11.46,6.25,2.24,2/5/2014,28.13
20140502:0611,245.8,19.67,7.01,2.37,2/5/2014,30
20140502:0711,458.25,27.81,7.99,2.3,2/5/2014,34.26
20140502:0811,660.31,35.44,8.98,2.23,2/5/2014,37.49
20140502:0911,824.54,41.97,9.96,2.15,2/5/2014,37.19
20140502:1011,932.87,46.65,10.1,2.47,2/5/2014,36.33
20140502:1111,996.12,48.69,10.24,2.79,2/5/2014,35.99
20140502:1211,925.51,47.65,10.38,3.1,2/5/2014,35.82
20140502:1311,858.75,43.77,10.35,3.49,2/5/2014,32.38
20140502:1411,415.93,37.76,10.32,3.88,2/5/2014,30.37
20140502:1511,503.94,30.42,10.29,4.26,2/5/2014,30.07
20140502:1611,313.55,22.39,9.8,3.51,2/5/2014,29.9
20140502:1711,124.81,14.16,9.3,2.76,2/5/2014,29.96
20140502:1811,31.82,6.13,8.81,2.01,2/5/2014,31.95
20140502:1911,0,0,7.53,2.26,2/5/2014,33.26
20140502:2011,0,0,6.24,2.5,2/5/2014,33.77
20140502:2111,0,0,4.96,2.74,2/5/2014,33.98
20140502:2211,0,0,4.51,2.81,2/5/2014,33.45
20140502:2311,0,0,4.05,2.88,2/5/2014,30.33
20140503:0011,0,0,3.6,2.95,3/5/2014,30.28
20140503:0111,0,0,3.46,2.82,3/5/2014,29.12
20140503:0211,0,0,3.32,2.69,3/5/2014,28.61
20140503:0311,0,0,3.18,2.57,3/5/2014,28.56
20140503:0411,12.56,3.84,4.24,3.26,3/5/2014,28.48
20140503:0511,69.15,11.72,5.29,3.94,3/5/2014,27.89
20140503:0611,202.96,19.92,6.34,4.63,3/5/2014,26.97
20140503:0711,400.23,28.07,7.17,5.08,3/5/2014,28.93
20140503:0811,500.74,35.71,8,5.52,3/5/2014,32.17
20140503:0911,681.37,42.25,8.83,5.96,3/5/2014,32.97
20140503:1011,644.59,46.95,8.99,6.15,3/5/2014,32.6
20140503:1111,632,48.99,9.15,6.34,3/5/2014,30.66
20140503:1211,538.56,47.94,9.31,6.52,3/5/2014,30.43
20140503:1311,475.05,44.03,9.11,6.77,3/5/2014,29.32
20140503:1411,385.19,38.01,8.91,7.02,3/5/2014,28.36
20140503:1511,264.99,30.65,8.71,7.27,3/5/2014,27.75
20140503:1611,139.18,22.62,8.25,6.87,3/5/2014,27.12
20140503:1711,103.52,14.39,7.79,6.48,3/5/2014,28.59
20140503:1811,18.42,6.36,7.33,6.08,3/5/2014,30.08
20140503:1911,0,0,6.84,5.84,3/5/2014,32.41
20140503:2011,0,0,6.35,5.6,3/5/2014,33
20140503:2111,0,0,5.86,5.35,3/5/2014,33.19
20140503:2211,0,0,5.86,5.08,3/5/2014,33
20140503:2311,0,0,5.85,4.81,3/5/2014,30.59
20140504:0011,0,0,5.85,4.54,4/5/2014,27.76
20140504:0111,0,0,5.68,4.19,4/5/2014,26.01
20140504:0211,0,0,5.52,3.85,4/5/2014,24.8
20140504:0311,0,0,5.35,3.5,4/5/2014,25.97
20140504:0411,15.07,4.11,5.87,3.77,4/5/2014,25.98
20140504:0511,65.63,11.98,6.39,4.05,4/5/2014,26.26
20140504:0611,242.32,20.18,6.91,4.32,4/5/2014,27.17
20140504:0711,376.08,28.33,7.59,4.26,4/5/2014,27.62
20140504:0811,587.38,35.98,8.26,4.2,4/5/2014,29.61
20140504:0911,774.57,42.53,8.93,4.14,4/5/2014,30.06
20140504:1011,860.08,47.24,9.21,4.06,4/5/2014,30.17
20140504:1111,820.33,49.28,9.49,3.97,4/5/2014,30.37
20140504:1211,825.9,48.22,9.77,3.89,4/5/2014,30.21
20140504:1311,624.08,44.3,9.72,4.03,4/5/2014,30.19
20140504:1411,593.72,38.25,9.66,4.17,4/5/2014,30.18
20140504:1511,363.36,30.88,9.61,4.32,4/5/2014,30.1
20140504:1611,215.29,22.84,9.2,3.77,4/5/2014,30.17
20140504:1711,101.06,14.61,8.78,3.21,4/5/2014,31
20140504:1811,26.79,6.59,8.37,2.66,4/5/2014,31.13
20140504:1911,0,0,7.61,2.3,4/5/2014,33.13
20140504:2011,0,0,6.85,1.94,4/5/2014,34.27
20140504:2111,0,0,6.09,1.59,4/5/2014,36.42
20140504:2211,0,0,6.16,1.61,4/5/2014,36.43
20140504:2311,0,0,6.23,1.63,4/5/2014,33.88
20140505:0011,0,0,6.3,1.66,5/5/2014,30.44
20140505:0111,0,0,6.14,1.78,5/5/2014,29.99
20140505:0211,0,0,5.98,1.9,5/5/2014,29.71
20140505:0311,0,0,5.82,2.03,5/5/2014,29.91
20140505:0411,14.23,4.36,6.37,2.35,5/5/2014,30.95
20140505:0511,77.99,12.23,6.92,2.68,5/5/2014,32.58
20140505:0611,131.89,20.43,7.46,3.01,5/5/2014,39.79
20140505:0711,130.08,28.58,7.86,3.42,5/5/2014,44.08
20140505:0811,119.24,36.24,8.25,3.83,5/5/2014,56.93
20140505:0911,174.35,42.8,8.64,4.23,5/5/2014,55.64
20140505:1011,169.83,47.52,8.7,4.06,5/5/2014,55.26
20140505:1111,130.08,49.57,8.77,3.89,5/5/2014,52.97
20140505:1211,172.54,48.5,8.83,3.71,5/5/2014,52.95
20140505:1311,93.95,44.56,9.23,3.43,5/5/2014,47.9
20140505:1411,65.95,38.49,9.63,3.15,5/5/2014,41.66
20140505:1511,112.92,31.11,10.03,2.87,5/5/2014,39.38
20140505:1611,87.63,23.06,9.76,2.89,5/5/2014,35.59
20140505:1711,25.29,14.84,9.5,2.91,5/5/2014,36.98
20140505:1811,28.47,6.82,9.23,2.94,5/5/2014,42.32
20140505:1911,0,0,9.02,2.7,5/5/2014,46.2
20140505:2011,0,0,8.8,2.46,5/5/2014,46.99
20140505:2111,0,0,8.59,2.22,5/5/2014,42.93
20140505:2211,0,0,8.66,2.2,5/5/2014,36.78
20140505:2311,0,0,8.73,2.18,5/5/2014,31.2
20140506:0011,0,0,8.8,2.17,6/5/2014,30.81
20140506:0111,0,0,8.72,2.41,6/5/2014,30
20140506:0211,0,0,8.65,2.66,6/5/2014,29.5
20140506:0311,0,0,8.57,2.91,6/5/2014,29.28
20140506:0411,3.35,4.61,8.75,3.33,6/5/2014,29.35
20140506:0511,16.26,12.47,8.93,3.75,6/5/2014,31.47
20140506:0611,35.23,20.67,9.1,4.17,6/5/2014,33.07
20140506:0711,67.75,28.83,9.75,4.57,6/5/2014,37.98
20140506:0811,146.34,36.49,10.39,4.97,6/5/2014,38.94
20140506:0911,331.8,43.07,11.04,5.38,6/5/2014,36.18
20140506:1011,329.5,47.8,11.94,5.71,6/5/2014,33.88
20140506:1111,478.18,49.85,12.84,6.03,6/5/2014,33.41
20140506:1211,364.2,48.78,13.74,6.36,6/5/2014,29.97
20140506:1311,305.67,44.81,13.88,5.92,6/5/2014,29.5
20140506:1411,127.37,38.73,14.03,5.49,6/5/2014,30.75
20140506:1511,86.72,31.34,14.17,5.05,6/5/2014,31.81
20140506:1611,101.18,23.28,13.25,4.57,6/5/2014,32.38
20140506:1711,35.23,15.06,12.34,4.09,6/5/2014,34.32
20140506:1811,26.79,7.05,11.42,3.61,6/5/2014,37.04
20140506:1911,0,0,10.71,3.19,6/5/2014,34.45
20140506:2011,0,0,9.99,2.77,6/5/2014,34.2
20140506:2111,0,0,9.28,2.34,6/5/2014,34.61
20140506:2211,0,0,9.2,2.23,6/5/2014,33.54
20140506:2311,0,0,9.12,2.11,6/5/2014,31.08
20140507:0011,0,0,9.04,2,7/5/2014,29.35
20140507:0111,0,0,8.77,1.83,7/5/2014,28.61
20140507:0211,0,0,8.49,1.67,7/5/2014,27.69
20140507:0311,0,0,8.22,1.5,7/5/2014,27.91
20140507:0411,19.26,4.86,8.58,1.76,7/5/2014,28.62
20140507:0511,51.49,12.71,8.94,2.02,7/5/2014,31.64
20140507:0611,49.68,20.91,9.29,2.28,7/5/2014,35.07
20140507:0711,73.17,29.07,9.74,2.54,7/5/2014,43.94
20140507:0811,231.88,36.74,10.19,2.81,7/5/2014,47.5
20140507:0911,393.85,43.33,10.64,3.08,7/5/2014,46.89
20140507:1011,750.49,48.07,11.18,3.5,7/5/2014,48.95
20140507:1111,748.67,50.13,11.72,3.93,7/5/2014,49.55
20140507:1211,873.19,49.05,12.26,4.36,7/5/2014,47.1
20140507:1311,733.97,45.07,12.39,4.49,7/5/2014,47.17
20140507:1411,503.3,38.97,12.51,4.62,7/5/2014,46.81
20140507:1511,494.02,31.56,12.64,4.74,7/5/2014,36.95
