time,G(i),H_sun,T2m,WS10m,,Price
20140401:1411,403.17,28.81,7.89,4.38,1/4/2014,32.41
20140401:1511,371.35,22.04,7.8,4.25,1/4/2014,32.82
20140401:1611,166.62,14.34,6.99,3.67,1/4/2014,30.63
20140401:1711,23.49,6.18,6.19,3.1,1/4/2014,32.6
20140401:1811,0,0,5.39,2.52,1/4/2014,37.66
20140401:1911,0,0,4.85,2.76,1/4/2014,39.14
20140401:2011,0,0,4.31,3,1/4/2014,36.5
20140401:2111,0,0,3.77,3.24,1/4/2014,32.86
20140401:2211,0,0,3.73,3.35,1/4/2014,29.56
20140401:2311,0,0,3.68,3.45,1/4/2014,28.1
20140402:0011,0,0,3.64,3.56,2/4/2014,28.26
20140402:0111,0,0,3.37,3.37,2/4/2014,27.14
20140402:0211,0,0,3.1,3.19,2/4/2014,26.74
20140402:0311,0,0,2.83,3.01,2/4/2014,26.28
20140402:0411,0,0,3.16,3.35,2/4/2014,26.93
20140402:0511,0,0,3.48,3.69,2/4/2014,28.47
20140402:0611,104.3,10.03,3.81,4.03,2/4/2014,32.92
20140402:0711,55.11,18.05,4.79,4.43,2/4/2014,49.22
20140402:0811,54.2,25.43,5.76,4.83,2/4/2014,59.6
20140402:0911,256.52,31.64,6.74,5.23,2/4/2014,54.35
20140402:1011,66.85,36.09,7.31,4.94,2/4/2014,45.31
20140402:1111,68.66,38.18,7.88,4.65,2/4/2014,39.92
20140402:1211,83.11,37.59,8.45,4.36,2/4/2014,31.86
20140402:1311,194.35,34.42,8.48,4.52,2/4/2014,31.05
20140402:1411,144.51,29.13,8.51,4.69,2/4/2014,30.09
20140402:1511,108.31,22.34,8.54,4.86,2/4/2014,30.21
20140402:1611,72.94,14.62,7.89,4.33,2/4/2014,29.37
20140402:1711,28.13,6.46,7.25,3.81,2/4/2014,31.09
20140402:1811,0,0,6.61,3.28,2/4/2014,38.65
20140402:1911,0,0,5.99,3,2/4/2014,44.68
20140402:2011,0,0,5.37,2.72,2/4/2014,39.98
20140402:2111,0,0,4.75,2.44,2/4/2014,38.04
20140402:2211,0,0,4.42,2.32,2/4/2014,29.9
20140402:2311,0,0,4.08,2.2,2/4/2014,28.83
20140403:0011,0,0,3.75,2.08,3/4/2014,29.03
20140403:0111,0,0,3.04,2.23,3/4/2014,28.52
20140403:0211,0,0,2.33,2.37,3/4/2014,27.48
20140403:0311,0,0,1.62,2.51,3/4/2014,27.09
20140403:0411,0,0,1.88,2.58,3/4/2014,28.3
20140403:0511,0,0,2.15,2.65,3/4/2014,29.55
20140403:0611,117.65,10.39,2.41,2.72,3/4/2014,37.32
20140403:0711,351.18,18.42,3.94,3.31,3/4/2014,46.99
20140403:0811,593.84,25.81,5.47,3.9,3/4/2014,52.09
20140403:0911,768.12,32.03,7,4.5,3/4/2014,44.83
20140403:1011,906.13,36.48,7.72,4.53,3/4/2014,41.79
20140403:1111,990.42,38.57,8.45,4.56,3/4/2014,35.98
20140403:1211,975.75,37.96,9.17,4.59,3/4/2014,32.93
20140403:1311,871.04,34.76,9.21,4.61,3/4/2014,30.45
20140403:1411,719.65,29.45,9.25,4.62,3/4/2014,30.05
20140403:1511,269.65,22.64,9.29,4.63,3/4/2014,30.26
20140403:1611,272.04,14.9,8.39,3.97,3/4/2014,29.9
20140403:1711,63.91,6.73,7.49,3.3,3/4/2014,30.35
20140403:1811,0,0,6.59,2.63,3/4/2014,32.1
20140403:1911,0,0,5.87,2.76,3/4/2014,31.68
20140403:2011,0,0,5.15,2.88,3/4/2014,32.85
20140403:2111,0,0,4.42,3.01,3/4/2014,30.51
20140403:2211,0,0,4.21,2.83,3/4/2014,29.02
20140403:2311,0,0,4,2.66,3/4/2014,27.3
20140404:0011,0,0,3.79,2.48,4/4/2014,26.92
20140404:0111,0,0,3.59,2.46,4/4/2014,25.81
20140404:0211,0,0,3.39,2.45,4/4/2014,25.88
20140404:0311,0,0,3.2,2.43,4/4/2014,24.47
20140404:0411,0,0,3.46,2.93,4/4/2014,24.34
20140404:0511,0,0,3.71,3.44,4/4/2014,27.25
20140404:0611,101.85,10.75,3.97,3.94,4/4/2014,30.31
20140404:0711,214.56,18.79,4.92,4.78,4/4/2014,39.85
20140404:0811,481.38,26.18,5.86,5.61,4/4/2014,47.8
20140404:0911,492.32,32.41,6.81,6.44,4/4/2014,35.08
20140404:1011,631.47,36.87,7.21,6.71,4/4/2014,31.48
20140404:1111,712.48,38.95,7.62,6.97,4/4/2014,28.76
20140404:1211,796.11,38.33,8.02,7.24,4/4/2014,27.08
20140404:1311,656.14,35.1,7.77,7.08,4/4/2014,27.89
20140404:1411,671.52,29.76,7.51,6.92,4/4/2014,25.95
20140404:1511,449.83,22.93,7.26,6.76,4/4/2014,25.82
20140404:1611,241.48,15.19,6.59,6.26,4/4/2014,25.63
20140404:1711,48.37,7.01,5.93,5.76,4/4/2014,26.03
20140404:1811,0,0,5.27,5.26,4/4/2014,26.78
20140404:1911,0,0,4.89,5.25,4/4/2014,27.16
20140404:2011,0,0,4.5,5.25,4/4/2014,27.6
20140404:2111,0,0,4.11,5.24,4/4/2014,27.57
20140404:2211,0,0,4.14,5.15,4/4/2014,26.37
20140404:2311,0,0,4.18,5.07,4/4/2014,25.84
20140405:0011,0,0,4.21,4.98,5/4/2014,25.5
20140405:0111,0,0,4.1,4.92,5/4/2014,25.23
20140405:0211,0,0,3.99,4.87,5/4/2014,25.18
20140405:0311,0,0,3.88,4.81,5/4/2014,25.18
20140405:0411,0,0,4.38,4.8,5/4/2014,25.28
20140405:0511,1.67,2.88,4.88,4.79,5/4/2014,25.62
20140405:0611,11.74,11.11,5.38,4.77,5/4/2014,26.88
20140405:0711,34.33,19.15,5.78,4.68,5/4/2014,27.77
20140405:0811,50.59,26.56,6.17,4.58,5/4/2014,28.73
20140405:0911,88.53,32.8,6.56,4.48,5/4/2014,29.96
20140405:1011,93.95,37.26,6.96,4.17,5/4/2014,29.78
20140405:1111,81.3,39.34,7.37,3.86,5/4/2014,29.52
20140405:1211,66.85,38.7,7.77,3.54,5/4/2014,28.74
20140405:1311,56.91,35.45,8.37,4.08,5/4/2014,27.88
20140405:1411,46.07,30.08,8.97,4.61,5/4/2014,27.09
20140405:1511,38.84,23.22,9.57,5.14,5/4/2014,27.05
20140405:1611,88.53,15.46,9.19,4.43,5/4/2014,26.99
20140405:1711,48.94,7.29,8.82,3.72,5/4/2014,28.8
20140405:1811,0,0,8.44,3.01,5/4/2014,30.57
20140405:1911,0,0,7.93,2.95,5/4/2014,37.5
20140405:2011,0,0,7.42,2.89,5/4/2014,32.03
20140405:2111,0,0,6.91,2.83,5/4/2014,31.39
20140405:2211,0,0,6.87,3.03,5/4/2014,31.37
20140405:2311,0,0,6.83,3.24,5/4/2014,28.13
20140406:0011,0,0,6.79,3.45,6/4/2014,27.46
20140406:0111,0,0,6.83,3.51,6/4/2014,25.54
20140406:0211,0,0,6.87,3.57,6/4/2014,24.78
20140406:0311,0,0,6.92,3.63,6/4/2014,24.16
20140406:0411,0,0,7.27,3.76,6/4/2014,24.35
20140406:0511,2.51,3.24,7.62,3.89,6/4/2014,24.52
20140406:0611,40.65,11.47,7.97,4.03,6/4/2014,24.25
20140406:0711,147.92,19.51,8.76,4.5,6/4/2014,24.3
20140406:0811,124.66,26.93,9.55,4.97,6/4/2014,25.31
20140406:0911,140.92,33.18,10.34,5.43,6/4/2014,26.83
20140406:1011,202.23,37.64,10.48,5.13,6/4/2014,26.94
20140406:1111,178.87,39.72,10.62,4.82,6/4/2014,26.99
20140406:1211,205.92,39.06,10.76,4.51,6/4/2014,24.92
20140406:1311,167.12,35.79,10.47,4.22,6/4/2014,24.97
20140406:1411,158.83,30.39,10.17,3.92,6/4/2014,24.81
20140406:1511,49.68,23.52,9.88,3.63,6/4/2014,24.7
20140406:1611,21.68,15.74,9.65,3.8,6/4/2014,24.61
20140406:1711,33.4,7.56,9.42,3.97,6/4/2014,23.27
20140406:1811,0,0,9.19,4.14,6/4/2014,29.92
20140406:1911,0,0,9.08,4.09,6/4/2014,28.65
20140406:2011,0,0,8.97,4.05,6/4/2014,28.94
20140406:2111,0,0,8.85,4,6/4/2014,28.04
20140406:2211,0,0,9,4.29,6/4/2014,26.97
20140406:2311,0,0,9.15,4.58,6/4/2014,25.41
20140407:0011,0,0,9.3,4.87,7/4/2014,24.8
20140407:0111,0,0,9.29,4.77,7/4/2014,23.96
20140407:0211,0,0,9.28,4.67,7/4/2014,23.59
20140407:0311,0,0,9.28,4.57,7/4/2014,22.97
20140407:0411,0,0,9.32,4.38,7/4/2014,23.67
20140407:0511,2.51,3.6,9.36,4.2,7/4/2014,24.45
20140407:0611,36.13,11.83,9.4,4.01,7/4/2014,28.84
20140407:0711,81.3,19.87,9.68,3.87,7/4/2014,30.27
20140407:0811,216.08,27.3,9.95,3.72,7/4/2014,32.12
20140407:0911,262.84,33.56,10.23,3.57,7/4/2014,31.3
20140407:1011,374.4,38.03,10.56,3.57,7/4/2014,31.28
20140407:1111,363.12,40.1,10.9,3.56,7/4/2014,30.21
20140407:1211,273.88,39.42,11.23,3.56,7/4/2014,29.23
20140407:1311,144.54,36.12,11.31,3.72,7/4/2014,29.18
20140407:1411,165.13,30.7,11.38,3.88,7/4/2014,29.04
20140407:1511,52.4,23.81,11.46,4.04,7/4/2014,29.16
20140407:1611,35.23,16.02,11.05,3.96,7/4/2014,28.84
20140407:1711,13.55,7.83,10.63,3.88,7/4/2014,29.6
20140407:1811,0,0,10.22,3.79,7/4/2014,30
20140407:1911,0,0,10.02,3.69,7/4/2014,30.61
20140407:2011,0,0,9.82,3.59,7/4/2014,30.61
20140407:2111,0,0,9.62,3.49,7/4/2014,29.67
20140407:2211,0,0,9.89,3.32,7/4/2014,27.76
20140407:2311,0,0,10.17,3.16,7/4/2014,26.85
20140408:0011,0,0,10.44,2.99,8/4/2014,25
20140408:0111,0,0,10.34,3.92,8/4/2014,23.91
20140408:0211,0,0,10.24,4.84,8/4/2014,19.07
20140408:0311,0,0,10.14,5.77,8/4/2014,21.44
20140408:0411,0,0,9.88,5.42,8/4/2014,21.03
20140408:0511,17.58,3.95,9.63,5.07,8/4/2014,22.49
20140408:0611,23.49,12.18,9.37,4.72,8/4/2014,28.65
20140408:0711,137.11,20.23,9.33,4.62,8/4/2014,28.52
20140408:0811,108.4,27.66,9.28,4.51,8/4/2014,28.93
20140408:0911,135.5,33.93,9.23,4.41,8/4/2014,28.3
20140408:1011,77.69,38.41,8.9,5.04,8/4/2014,27.93
20140408:1111,83.11,40.48,8.57,5.67,8/4/2014,27.42
20140408:1211,67.75,39.79,8.24,6.3,8/4/2014,26.38
20140408:1311,163.51,36.46,7.85,6.89,8/4/2014,25.74
20140408:1411,140.92,31.01,7.46,7.48,8/4/2014,25.4
20140408:1511,105.69,24.09,7.07,8.07,8/4/2014,25.21
20140408:1611,88.67,16.3,6.91,7.83,8/4/2014,22.78
20140408:1711,31.62,8.1,6.74,7.58,8/4/2014,26.07
20140408:1811,0,0,6.58,7.34,8/4/2014,26.89
20140408:1911,0,0,6.45,7.45,8/4/2014,25.7
20140408:2011,0,0,6.31,7.56,8/4/2014,26.05
20140408:2111,0,0,6.17,7.67,8/4/2014,27.31
20140408:2211,0,0,6.21,7.65,8/4/2014,26.84
20140408:2311,0,0,6.26,7.62,8/4/2014,20.32
20140409:0011,0,0,6.3,7.6,9/4/2014,20.07
20140409:0111,0,0,6.27,7.55,9/4/2014,13.73
20140409:0211,0,0,6.25,7.5,9/4/2014,13.32
20140409:0311,0,0,6.23,7.45,9/4/2014,17.02
20140409:0411,0,0,6.52,7.33,9/4/2014,19.28
20140409:0511,16.75,4.3,6.82,7.22,9/4/2014,25.09
20140409:0611,68.24,12.53,7.11,7.1,9/4/2014,24.67
20140409:0711,236.38,20.59,7.74,7.66,9/4/2014,26.9
20140409:0811,238.73,28.03,8.36,8.23,9/4/2014,27.34
20140409:0911,246.2,34.31,8.99,8.79,9/4/2014,26.4
20140409:1011,441.91,38.79,9.04,8.68,9/4/2014,25.97
20140409:1111,230.16,40.85,9.08,8.58,9/4/2014,26.15
20140409:1211,241.84,40.14,9.13,8.48,9/4/2014,24.21
20140409:1311,196.78,36.79,9.03,8.07,9/4/2014,24.49
20140409:1411,365.88,31.32,8.92,7.66,9/4/2014,24.5
20140409:1511,296.31,24.38,8.82,7.24,9/4/2014,24.32
20140409:1611,101.91,16.57,8.28,5.93,9/4/2014,24.23
20140409:1711,28,8.37,7.75,4.62,9/4/2014,26.45
20140409:1811,0,0,7.22,3.31,9/4/2014,26.98
20140409:1911,0,0,6.34,3,9/4/2014,27.8
20140409:2011,0,0,5.45,2.69,9/4/2014,28.57
20140409:2111,0,0,4.56,2.39,9/4/2014,28.77
20140409:2211,0,0,4.08,2.36,9/4/2014,27.47
20140409:2311,0,0,3.59,2.33,9/4/2014,26.44
20140410:0011,0,0,3.11,2.3,10/4/2014,24.27
20140410:0111,0,0,3.24,2.05,10/4/2014,24.36
20140410:0211,0,0,3.37,1.8,10/4/2014,23.13
20140410:0311,0,0,3.51,1.54,10/4/2014,22.83
20140410:0411,0,0,3.8,1.49,10/4/2014,24.23
20140410:0511,5.02,4.65,4.08,1.43,10/4/2014,27.9
20140410:0611,53.3,12.88,4.37,1.37,10/4/2014,29.83
20140410:0711,82.21,20.94,5.39,1.63,10/4/2014,47.93
20140410:0811,179.27,28.39,6.41,1.89,10/4/2014,53.73
20140410:0911,283.19,34.68,7.43,2.15,10/4/2014,53.81
20140410:1011,322.43,39.17,7.94,2.64,10/4/2014,50.08
20140410:1111,231.92,41.23,8.44,3.14,10/4/2014,44.27
20140410:1211,139.12,40.5,8.95,3.63,10/4/2014,40.38
20140410:1311,158.09,37.12,8.96,3.68,10/4/2014,39.72
20140410:1411,70.46,31.62,8.97,3.74,10/4/2014,33.09
20140410:1511,60.53,24.67,8.98,3.79,10/4/2014,32.05
20140410:1611,80.86,16.84,8.51,3.2,10/4/2014,36.46
20140410:1711,37.81,8.64,8.04,2.61,10/4/2014,38.62
20140410:1811,0,0,7.57,2.01,10/4/2014,42.44
20140410:1911,0,0,7.13,2,10/4/2014,48.21
20140410:2011,0,0,6.69,1.99,10/4/2014,49.95
20140410:2111,0,0,6.25,1.97,10/4/2014,42.74
20140410:2211,0,0,6.27,2.23,10/4/2014,27.82
20140410:2311,0,0,6.29,2.48,10/4/2014,26.51
20140411:0011,0,0,6.31,2.73,11/4/2014,25.65
20140411:0111,0,0,6.34,2.66,11/4/2014,24.61
20140411:0211,0,0,6.37,2.59,11/4/2014,24.23
20140411:0311,0,0,6.4,2.52,11/4/2014,24.92
20140411:0411,0,0,6.52,2.67,11/4/2014,26.48
20140411:0511,24.28,5,6.65,2.82,11/4/2014,26.95
20140411:0611,69.82,13.22,6.77,2.97,11/4/2014,27.56
20140411:0711,114.84,21.29,7.31,2.8,11/4/2014,44.51
20140411:0811,267.79,28.75,7.84,2.63,11/4/2014,48.88
20140411:0911,649.71,35.04,8.38,2.46,11/4/2014,48.83
20140411:1011,855.66,39.54,8.76,3.13,11/4/2014,45.65
20140411:1111,838.55,41.6,9.13,3.8,11/4/2014,40.11
20140411:1211,784.27,40.86,9.51,4.47,11/4/2014,29.64
20140411:1311,802.52,37.45,9.38,4.7,11/4/2014,28.79
20140411:1411,534.13,31.93,9.24,4.93,11/4/2014,27.09
20140411:1511,390.89,24.95,9.11,5.16,11/4/2014,26.65
20140411:1611,230.76,17.11,8.27,4.23,11/4/2014,26
20140411:1711,86.75,8.91,7.44,3.3,11/4/2014,26.49
20140411:1811,0,0,6.61,2.37,11/4/2014,26.65
20140411:1911,0,0,5.9,2.34,11/4/2014,26.71
20140411:2011,0,0,5.19,2.32,11/4/2014,27
20140411:2111,0,0,4.48,2.29,11/4/2014,26.75
20140411:2211,0,0,4.31,2.32,11/4/2014,26.14
20140411:2311,0,0,4.13,2.35,11/4/2014,24.81
20140412:0011,0,0,3.96,2.39,12/4/2014,28.94
20140412:0111,0,0,3.91,2.78,12/4/2014,26.65
20140412:0211,0,0,3.86,3.17,12/4/2014,25.23
20140412:0311,0,0,3.81,3.56,12/4/2014,24.76
20140412:0411,0,0,3.89,4.02,12/4/2014,25.36
20140412:0511,4.19,5.34,3.98,4.48,12/4/2014,25.23
20140412:0611,64.25,13.57,4.06,4.94,12/4/2014,25.66
20140412:0711,146.96,21.64,4.88,5.21,12/4/2014,29.23
20140412:0811,385.57,29.1,5.7,5.48,12/4/2014,32.41
20140412:0911,228.24,35.41,6.52,5.75,12/4/2014,34.05
20140412:1011,242.34,39.91,6.96,6.28,12/4/2014,28.79
20140412:1111,267.66,41.97,7.41,6.8,12/4/2014,26.7
20140412:1211,279.27,41.21,7.85,7.32,12/4/2014,25.74
20140412:1311,192.17,37.78,7.61,7.51,12/4/2014,23.42
20140412:1411,87.63,32.23,7.37,7.69,12/4/2014,22.81
20140412:1511,31.62,25.23,7.14,7.88,12/4/2014,22.55
20140412:1611,39.75,17.38,6.91,7.3,12/4/2014,23.03
20140412:1711,25.29,9.18,6.68,6.73,12/4/2014,24.45
20140412:1811,0,0,6.45,6.15,12/4/2014,24.68
20140412:1911,0,0,6.53,6.25,12/4/2014,24.55
20140412:2011,0,0,6.61,6.34,12/4/2014,24.62
20140412:2111,0,0,6.69,6.44,12/4/2014,24.08
20140412:2211,0,0,6.89,6,12/4/2014,23.24
20140412:2311,0,0,7.1,5.55,12/4/2014,22.94
20140413:0011,0,0,7.3,5.1,13-04-2014,20.91
20140413:0111,0,0,7.02,5.16,13-04-2014,16.11
20140413:0211,0,0,6.74,5.21,13-04-2014,14.58
20140413:0311,0,0,6.46,5.27,13-04-2014,13.67
20140413:0411,0,0,6.59,5.9,13-04-2014,13.25
20140413:0511,28.47,5.68,6.72,6.54,13-04-2014,14.02
20140413:0611,104.71,13.91,6.85,7.17,13-04-2014,13.06
20140413:0711,399.75,21.98,7.21,8.23,13-04-2014,12.1
20140413:0811,164.54,29.45,7.57,9.3,13-04-2014,12.95
20140413:0911,637.64,35.77,7.92,10.36,13-04-2014,15.33
20140413:1011,418.12,40.28,7.97,10.43,13-04-2014,14.2
20140413:1111,594.75,42.33,8.02,10.5,13-04-2014,14.63
20140413:1211,658.28,41.56,8.07,10.57,13-04-2014,12.01
20140413:1311,493.77,38.1,8.13,10.19,13-04-2014,2.61
20140413:1411,224.88,32.53,8.19,9.82,13-04-2014,-13.49
20140413:1511,58.72,25.51,8.25,9.45,13-04-2014,-10.6
20140413:1611,96.99,17.65,7.84,8.62,13-04-2014,-0.07
20140413:1711,78.53,9.44,7.43,7.79,13-04-2014,8.51
20140413:1811,0,0,7.02,6.97,13-04-2014,20.94
20140413:1911,0,0,6.68,6.54,13-04-2014,24.06
20140413:2011,0,0,6.34,6.12,13-04-2014,23.34
20140413:2111,0,0,6,5.7,13-04-2014,23.32
20140413:2211,0,0,6.05,5.09,13-04-2014,23.18
20140413:2311,0,0,6.1,4.47,13-04-2014,22.6
20140414:0011,0,0,6.15,3.86,14-04-2014,20.12
20140414:0111,0,0,6.14,4.09,14-04-2014,14.94
20140414:0211,0,0,6.13,4.31,14-04-2014,14.92
20140414:0311,0,0,6.13,4.54,14-04-2014,15.78
20140414:0411,0,0,5.98,5.31,14-04-2014,19.96
20140414:0511,13.4,6.02,5.83,6.08,14-04-2014,16
20140414:0611,63.24,14.25,5.68,6.86,14-04-2014,25.28
20140414:0711,146.58,22.32,5.99,7.71,14-04-2014,26.36
20140414:0811,172.38,29.8,6.29,8.57,14-04-2014,26.97
20140414:0911,565.65,36.13,6.59,9.42,14-04-2014,26.89
20140414:1011,892.56,40.65,7,9.03,14-04-2014,26.08
20140414:1111,688.81,42.7,7.41,8.64,14-04-2014,25.88
20140414:1211,775.43,41.91,7.82,8.25,14-04-2014,24.45
20140414:1311,908.03,38.43,8.05,7.6,14-04-2014,21.59
20140414:1411,753.78,32.83,8.28,6.95,14-04-2014,19.2
20140414:1511,543.48,25.79,8.51,6.3,14-04-2014,18.24
20140414:1611,310.38,17.92,7.91,6.36,14-04-2014,10.03
20140414:1711,96.39,9.71,7.3,6.42,14-04-2014,20.41
20140414:1811,0,0,6.7,6.48,14-04-2014,23.52
20140414:1911,0,0,6.24,6.32,14-04-2014,25.05
20140414:2011,0,0,5.78,6.15,14-04-2014,25.27
20140414:2111,0,0,5.32,5.99,14-04-2014,25.21
20140414:2211,0,0,5.2,5.64,14-04-2014,23.91
20140414:2311,0,0,5.07,5.29,14-04-2014,0.9
20140415:0011,0,0,4.95,4.94,15-04-2014,9.37
20140415:0111,0,0,4.63,4.63,15-04-2014,14.59
20140415:0211,0,0,4.32,4.32,15-04-2014,12.6
20140415:0311,0,0,4.01,4.01,15-04-2014,14.57
20140415:0411,0,0,4.33,4.1,15-04-2014,12.12
20140415:0511,30.98,6.35,4.65,4.18,15-04-2014,20.47
20140415:0611,195.41,14.58,4.97,4.26,15-04-2014,25.35
20140415:0711,434.68,22.66,5.87,4.92,15-04-2014,26.52
20140415:0811,656.36,30.15,6.77,5.59,15-04-2014,27.59
20140415:0911,846.43,36.49,7.67,6.25,15-04-2014,26.99
20140415:1011,964.45,41.01,7.97,6.11,15-04-2014,26.88
20140415:1111,1022.34,43.06,8.27,5.98,15-04-2014,26.77
20140415:1211,1003.11,42.25,8.57,5.85,15-04-2014,25.98
20140415:1311,909.68,38.75,8.67,5.84,15-04-2014,26.05
20140415:1411,759.83,33.12,8.76,5.84,15-04-2014,25.54
20140415:1511,549.21,26.06,8.86,5.83,15-04-2014,25.51
20140415:1611,317.05,18.18,8.12,4.88,15-04-2014,25.33
20140415:1711,98.87,9.97,7.39,3.92,15-04-2014,26.1
20140415:1811,0,0,6.66,2.97,15-04-2014,26.21
20140415:1911,0,0,5.47,2.86,15-04-2014,26.94
20140415:2011,0,0,4.28,2.74,15-04-2014,36.93
20140415:2111,0,0,3.09,2.63,15-04-2014,37.1
20140415:2211,0,0,2.63,2.67,15-04-2014,38.13
20140415:2311,0,0,2.17,2.71,15-04-2014,32.04
20140416:0011,0,0,1.71,2.74,16-04-2014,28.84
20140416:0111,0,0,1.8,2.77,16-04-2014,29.84
20140416:0211,0,0,1.9,2.79,16-04-2014,28.17
20140416:0311,0,0,2,2.81,16-04-2014,28.51
20140416:0411,0,0,2.76,2.87,16-04-2014,28.4
20140416:0511,20.1,6.69,3.51,2.93,16-04-2014,31.25
20140416:0611,49.68,14.91,4.27,2.99,16-04-2014,40.92
20140416:0711,196.6,23,5.89,3.25,16-04-2014,55.1
20140416:0811,624.81,30.49,7.51,3.5,16-04-2014,58.87
20140416:0911,814.8,36.84,9.13,3.75,16-04-2014,35.99
20140416:1011,954.32,41.37,9.39,3.99,16-04-2014,33.92
20140416:1111,996.38,43.42,9.64,4.22,16-04-2014,29.84
20140416:1211,985.06,42.59,9.9,4.46,16-04-2014,28.34
20140416:1311,911.58,39.06,9.87,4.57,16-04-2014,27.46
20140416:1411,756.29,33.41,9.83,4.68,16-04-2014,26.32
20140416:1511,528.86,26.34,9.8,4.79,16-04-2014,26.13
20140416:1611,308.53,18.44,8.96,4.27,16-04-2014,27.46
20140416:1711,101.43,10.23,8.12,3.76,16-04-2014,31.2
20140416:1811,0,0,7.28,3.24,16-04-2014,39.24
20140416:1911,0,0,6.59,3.34,16-04-2014,43.97
20140416:2011,0,0,5.89,3.43,16-04-2014,43.64
20140416:2111,0,0,5.19,3.53,16-04-2014,41.94
20140416:2211,0,0,5.51,3.72,16-04-2014,39.09
20140416:2311,0,0,5.83,3.92,16-04-2014,31.66
20140417:0011,0,0,6.15,4.11,17-04-2014,23.59
20140417:0111,0,0,6.37,4.47,17-04-2014,22.24
20140417:0211,0,0,6.6,4.83,17-04-2014,21.74
20140417:0311,0,0,6.83,5.19,17-04-2014,21.66
20140417:0411,0,0,7.39,5.66,17-04-2014,22.46
20140417:0511,5.86,7.01,7.96,6.14,17-04-2014,24.15
20140417:0611,46.97,15.24,8.52,6.62,17-04-2014,24.1
20140417:0711,174.77,23.33,9.27,7.44,17-04-2014,25.51
20140417:0811,600.37,30.83,10.01,8.26,17-04-2014,26
20140417:0911,160.8,37.19,10.75,9.08,17-04-2014,25.42
20140417:1011,120.15,41.73,10.6,9.22,17-04-2014,25.26
20140417:1111,277.82,43.77,10.45,9.37,17-04-2014,24.51
20140417:1211,185.19,42.93,10.3,9.52,17-04-2014,0.13
20140417:1311,108.4,39.38,9.38,8.97,17-04-2014,0.09
20140417:1411,80.4,33.7,8.45,8.42,17-04-2014,0.07
20140417:1511,47.88,26.61,7.53,7.88,17-04-2014,0.06
20140417:1611,40.65,18.7,7.27,7.54,17-04-2014,0.04
20140417:1711,10.84,10.49,7.01,7.21,17-04-2014,0.11
20140417:1811,0,0,6.75,6.88,17-04-2014,22.32
20140417:1911,0,0,6.36,5.87,17-04-2014,22.6
20140417:2011,0,0,5.97,4.85,17-04-2014,23.05
20140417:2111,0,0,5.57,3.83,17-04-2014,23.28
20140417:2211,0,0,5.46,3.37,17-04-2014,22.69
20140417:2311,0,0,5.35,2.91,17-04-2014,22.13
20140418:0011,0,0,5.24,2.44,18-04-2014,22.62
20140418:0111,0,0,5.06,2.85,18-04-2014,22.26
20140418:0211,0,0,4.88,3.25,18-04-2014,22.31
20140418:0311,0,0,4.71,3.66,18-04-2014,21.17
20140418:0411,0,0,5.18,3.89,18-04-2014,22.05
20140418:0511,33.49,7.34,5.65,4.13,18-04-2014,22.55
20140418:0611,211.6,15.56,6.12,4.37,18-04-2014,22.39
20140418:0711,451.64,23.66,7.23,5.39,18-04-2014,23.1
20140418:0811,657.63,31.17,8.34,6.41,18-04-2014,24.21
20140418:0911,802.35,37.54,9.44,7.43,18-04-2014,24.71
20140418:1011,853.32,42.09,9.57,7.66,18-04-2014,24.84
20140418:1111,691.08,44.12,9.69,7.89,18-04-2014,24.79
20140418:1211,981.4,43.27,9.82,8.12,18-04-2014,24.42
20140418:1311,775.75,39.69,9.79,7.63,18-04-2014,24.23
20140418:1411,233.96,33.99,9.76,7.13,18-04-2014,23.92
20140418:1511,205.36,26.88,9.73,6.63,18-04-2014,22.65
20140418:1611,106.67,18.96,9.34,5.79,18-04-2014,22.88
20140418:1711,102.52,10.74,8.96,4.94,18-04-2014,23.95
20140418:1811,1.67,2.63,8.57,4.1,18-04-2014,24.3
20140418:1911,0,0,8.1,3.8,18-04-2014,24.46
20140418:2011,0,0,7.63,3.51,18-04-2014,24.82
20140418:2111,0,0,7.15,3.21,18-04-2014,24.89
20140418:2211,0,0,6.76,2.99,18-04-2014,24.33
20140418:2311,0,0,6.38,2.76,18-04-2014,24.41
20140419:0011,0,0,5.99,2.54,19-04-2014,24.7
20140419:0111,0,0,5.36,2.45,19-04-2014,24.4
20140419:0211,0,0,4.74,2.36,19-04-2014,24.23
20140419:0311,0,0,4.12,2.28,19-04-2014,23.85
20140419:0411,0,0,4.67,2.2,19-04-2014,24.17
20140419:0511,37.68,7.66,5.23,2.12,19-04-2014,24.7
20140419:0611,177.39,15.88,5.78,2.04,19-04-2014,24.21
20140419:0711,326.12,23.98,7.29,2.12,19-04-2014,25.63
20140419:0811,573.75,31.5,8.8,2.21,19-04-2014,29.65
20140419:0911,823.18,37.88,10.31,2.29,19-04-2014,32.66
20140419:1011,967.77,42.44,10.89,2.15,19-04-2014,29.16
20140419:1111,1037.04,44.47,11.47,2,19-04-2014,28.2
20140419:1211,1017.58,43.61,12.05,1.86,19-04-2014,26.28
20140419:1311,915.74,40,12.29,1.89,19-04-2014,24.45
20140419:1411,720.27,34.28,12.53,1.93,19-04-2014,22.01
20140419:1511,541.8,27.14,12.78,1.96,19-04-2014,21.43
20140419:1611,299.24,19.22,12.01,2.04,19-04-2014,21.27
